Act	Type	Id	Description	ObjectId
5	2	55	Nihlathak Start In Town	461
5	2	56	Nihlathak Start Outside Town	462
5	2	57	ttor	482
5	2	58	cagedwussie1	473
5	2	59	chest	455
5	2	60	deathpole	456
5	2	61	Ldeathpole	457
5	2	62	Altar	458
5	2	63	hidden stash	463
5	2	64	healthshrine	464
5	2	65	manashrine	465
5	2	66	evilurn	466
5	2	67	icecavejar1	467
5	2	68	icecavejar2	468
5	2	69	icecavejar3	469
5	2	70	icecavejar4	470
5	2	71	icecavejar4	471
5	2	72	icecaveshrine2	472
5	2	73	deadbarbarian	477
5	2	74	icecaveshrine2	479
5	2	75	icecave_torch1	480
5	2	76	icecave_torch2	481
5	2	77	manashrine	483
5	2	78	healthshrine	484
5	2	79	tomb1	485
5	2	80	tomb2	486
5	2	81	tomb3	487
5	2	82	explodingchest	454
5	2	83	etorch2	437
5	2	84	pene	508
5	2	85	magic shrine	488
5	2	86	well	493
5	2	87	well	493
5	2	88	magic shrine	495
5	2	89	magic shrine	497
5	2	90	magic shrine2	499
5	2	91	magic shrine	503
5	2	92	magic shrine	509
5	2	93	magic shrine	512
5	2	94	torch1	489
5	2	95	torch2	490
5	2	96	torch1	514
5	2	97	torch1	515
5	2	98	well	493
5	2	99	well	498
5	2	100	well	513
5	2	101	Waypoint	494
5	2	102	Waypoint	496
5	2	103	Waypoint	511
5	2	104	object1	500
5	2	105	woodchestL	501
5	2	106	woodchestR	502
5	2	107	woodchest2L	504
5	2	108	woodchest2R	505
5	2	109	swingingheads	506
5	2	110	debris	507
5	2	111	mrpole	510
5	2	112	fire	160
5	2	113	fire	161
5	2	114	fire	162
5	2	115	gold placeholder	269
5	2	116	red light	523
5	2	117	etorch1	434
5	2	118	Waypoint	496
5	2	119	Waypoint	496
5	2	120	Waypoint	496
5	2	121	ubub	527
5	2	122	sbub	528
5	2	123	candles	538
5	2	124	Waypoint	539
5	2	125	Larzuk Greeting	542
5	2	126	Larzuk Standard	543
5	2	127	ancientsaltar	546
5	2	128	To The Worldstone Keep Level 1	547
5	2	129	eweaponrackR	548
5	2	130	eweaponrackL	549
5	2	131	earmorstandR	550
5	2	132	earmorstandL	551
5	2	133	torch2	552
5	2	134	stma	555
5	2	135	funeralpire	553
5	2	136	burninglogs	554
5	2	137	Baal's lair	557
5	2	138	groundtomb	541
5	2	139	groundtombL	544
5	2	140	BBQB	559
5	2	141	btor	560
5	2	142	Glacial Caves Level 1	564
5	2	143	Zoo	567
5	2	144	Keeper	568
5	2	145	torch1	536
5	2	146	torch2	537
5	2	147	The Worldstone Chamber	563
5	2	148	door blocker	570
5	2	149	chest	397
