Name	Def	LevelType
Act 3 - Sewer Drain N	742	0
Act 3 - Sewer Chest W	743	0
Act 3 - Sewer Chest E	744	0
Act 3 - Sewer Chest S	745	0
Act 3 - Sewer Chest N	746	0
Act 3 - Sewer Treasure X	747	0
Act 3 - Temple 1	748	0
Act 3 - Temple 2	749	0
Act 3 - Temple 3	750	0
Act 3 - Temple 4	751	0
Act 3 - Temple 5	752	0
Act 3 - Temple 6	753	0
Act 3 - Mephisto W	754	0
Act 3 - Mephisto E	755	0
Act 3 - Mephisto EW	756	0
Act 3 - Mephisto S	757	0
Act 3 - Mephisto SW	758	0
Act 3 - Mephisto SE	759	0
Act 3 - Mephisto SEW	760	0
Act 3 - Mephisto N	761	0
Act 3 - Mephisto NW	762	0
Act 3 - Mephisto NE	763	0
Act 3 - Mephisto NEW	764	0
Act 3 - Mephisto NS	765	0
Act 3 - Mephisto NSW	766	0
Act 3 - Mephisto NSE	767	0
Act 3 - Mephisto NSEW	768	0
Act 3 - Mephisto Theme W	769	0
Act 3 - Mephisto Theme E	770	0
Act 3 - Mephisto Theme EW	771	0
Act 3 - Mephisto Theme S	772	0
Act 3 - Mephisto Theme SW	773	0
Act 3 - Mephisto Theme SE	774	0
Act 3 - Mephisto Theme SEW	775	0
Act 3 - Mephisto Theme N	776	0
Act 3 - Mephisto Theme NW	777	0
Act 3 - Mephisto Theme NE	778	0
Act 3 - Mephisto Theme NEW	779	0
Act 3 - Mephisto Theme NS	780	0
Act 3 - Mephisto Theme NSW	781	0
Act 3 - Mephisto Theme NSE	782	0
Act 3 - Mephisto Theme NSEW	783	0
Act 3 - Mephisto Prev W	784	0
Act 3 - Mephisto Prev E	785	0
Act 3 - Mephisto Prev S	786	0
Act 3 - Mephisto Prev N	787	0
Act 3 - Mephisto Next W	788	0
Act 3 - Mephisto Next E	789	0
Act 3 - Mephisto Next S	790	0
Act 3 - Mephisto Next N	791	0
Act 3 - Mephisto Waypoint W	792	0
Act 3 - Mephisto Waypoint E	793	0
Act 3 - Mephisto Waypoint S	794	0
Act 3 - Mephisto Waypoint N	795	0
Act 3 - Mephisto Complex	796	0
Act 4 - Fortress	797	26
Act 4 - Fortress Transition	798	26
Act 4 - Mesa Border 1	799	0
Act 4 - Mesa Border 2	800	0
Act 4 - Mesa Border 3	801	0
Act 4 - Mesa Border 4	802	0
Act 4 - Mesa Border 5	803	0
Act 4 - Mesa Border 6	804	0
Act 4 - Mesa Border 7	805	0
Act 4 - Mesa Border 8	806	0
Act 4 - Mesa Border 9	807	0
Act 4 - Mesa Border 10	808	0
Act 4 - Mesa Border 11	809	0
Act 4 - Mesa Border 12	810	0
Act 4 - Mesa Warp	811	0
Act 4 - Mesa 1 24X24	812	0
Act 4 - Mesa 1 16X16	813	0
Act 4 - Mesa 1 16X08	814	0
Act 4 - Mesa 1 08X16	815	0
Act 4 - Mesa 1 08X08	816	0
Act 4 - Mesa 2 24X24	817	0
Act 4 - Mesa 2 16X16	818	0
Act 4 - Mesa 2 16X08	819	0
Act 4 - Mesa 2 08X16	820	0
Act 4 - Mesa 2 08X08	821	0
Act 4 - Mesa 2 Izual	822	0
Act 4 - Mesa 3 24X24	823	0
Act 4 - Mesa 3 16X16	824	0
Act 4 - Mesa 3 16X08	825	0
Act 4 - Mesa 3 08X16	826	0
Act 4 - Mesa 3 08X08	827	0
Act 4 - Pits 1 16X16	828	0
Act 4 - Pits 1 16X08	829	0
Act 4 - Pits 1 08X16	830	0
Act 4 - Pits 1 08X08	831	0
Act 4 - Pits 2 16X16	832	0
Act 4 - Pits 2 16X08	833	0
Act 4 - Pits 2 08X16	834	0
Act 4 - Pits 2 08X08	835	0
Act 4 - Lava X	836	0
Act 4 - Lava W	837	0
Act 4 - Lava E	838	0
Act 4 - Lava EW	839	0
Act 4 - Lava S	840	0
Act 4 - Lava SW	841	0
Act 4 - Lava SE	842	0
Act 4 - Lava SEW	843	0
Act 4 - Lava N	844	0
Act 4 - Lava NW	845	0
Act 4 - Lava NE	846	0
Act 4 - Lava NEW	847	0
Act 4 - Lava NS	848	0
Act 4 - Lava NSW	849	0
Act 4 - Lava NSE	850	0
Act 4 - Lava NSEW	851	0
Act 4 - Lava Warp N	852	0
Act 4 - Lava Forge W	853	0
Act 4 - Lava Forge E	854	0
Act 4 - Bridge 1	855	0
Act 4 - Bridge 2	856	0
Act 4 - Diablo Entry	857	0
Act 4 - Diablo Arm W	858	0
Act 4 - Diablo Arm E	859	0
Act 4 - Diablo Arm S	860	0
Act 4 - Diablo Arm N	861	0
Act 4 - Diablo Heart	862	0
Expansion		0
Act 5 - Town	863	29
Act 5 - Temple Final Room	864	0
Act 5 - Siege To Town	865	0
Act 5 - Siege Strip 1	866	0
Act 5 - Siege Strip 2	867	0
Act 5 - Siege Strip 3	868	0
Act 5 - Siege Strip 4	869	0
Act 5 - Siege Strip 5	870	0
Act 5 - Siege Strip 6	871	0
Act 5 - Siege Strip 7	872	0
Act 5 - Siege Strip 8	873	0
Act 5 - Siege Strip 9	874	0
Act 5 - Siege Strip 10	875	0
Act 5 - Siege Strip 11	876	0
Act 5 - Siege Strip 12	877	0
Act 5 - Siege Strip 13	878	0
Act 5 - Siege To Barricade	879	0
Act 5 - Barricade To Siege	880	0
Act 5 - Barricade Cliff Border 1	881	0
Act 5 - Barricade Cliff Border 2	882	0
Act 5 - Barricade Cliff Border 3	883	0
Act 5 - Barricade Cliff Border 4	884	0
Act 5 - Barricade Cliff Border 5	885	0
Act 5 - Barricade Cliff Border 6	886	0
Act 5 - Barricade Cliff Border 7	887	0
Act 5 - Barricade Cliff Border 8	888	0
Act 5 - Barricade Cliff Border 9	889	0
Act 5 - Barricade Cliff Border 10	890	0
Act 5 - Barricade Cliff Border 11	891	0
Act 5 - Barricade Cliff Border 12	892	0
Act 5 - Barricade Ravine Border 1	893	0
Act 5 - Barricade Ravine Border 2	894	0
Act 5 - Barricade Ravine Border 3	895	0
Act 5 - Barricade Ravine Border 4	896	0
Act 5 - Barricade Ravine Border 5	897	0
Act 5 - Barricade Ravine Border 6	898	0
Act 5 - Barricade Ravine Border 7	899	0
Act 5 - Barricade Ravine Border 8	900	0
Act 5 - Barricade Ravine Border 9	901	0
Act 5 - Barricade Ravine Border 10	902	0
Act 5 - Barricade Ravine Border 11	903	0
Act 5 - Barricade Ravine Border 12	904	0
Act 5 - Barricade Ravine-Cliff Border 5	905	0
Act 5 - Barricade Cliff Ravine Border 7	906	0
Act 5 - Barricade Entrance 16x32	907	0
Act 5 - Barricade Entrance 32x16	908	0
Act 5 - Barricade Exit 32x16	909	0
Act 5 - Barricade Exit 16x32	910	0
Act 5 - Barricade From Cave 32x16	911	0
Act 5 - Barricade From Cave 16x32	912	0
Act 5 - Barricade To Cave 32x16	913	0
Act 5 - Barricade To Cave 16x32	914	0
Act 5 - Barricade 1	915	0
Act 5 - Barricade 2	916	0
Act 5 - Barricade 3	917	0
Act 5 - Barricade 4	918	0
Act 5 - Barricade 5	919	0
Act 5 - Barricade 6	920	0
Act 5 - Barricade 7	921	0
Act 5 - Barricade 8	922	0
Act 5 - Barricade 9	923	0
Act 5 - Barricade 10	924	0
Act 5 - Barricade 11	925	0
Act 5 - Barricade 12	926	0
Act 5 - Barricade 13	927	0
Act 5 - Barricade 14	928	0
Act 5 - Barricade 15	929	0
Act 5 - Barricade 16	930	0
Act 5 - Barricade Prison 1	931	0
Act 5 - Barricade Prison 2	932	0
Act 5 - Barricade Prison 3	933	0
Act 5 - Barricade Prison 4	934	0
Act 5 - Barricade Prison 5	935	0
Act 5 - Barricade Prison 6	936	0
Act 5 - Barricade Prison 7	937	0
Act 5 - Barricade Prison 8	938	0
Act 5 - Barricade Building	939	0
Act 5 - Barricade Filler 	940	0
Act 5 - Barricade Filler Treasure	941	0
Act 5 - Barricade Ruins N	942	0
Act 5 - Barricade Ruins N	943	0
Act 5 - Barricade Ruins N Treasure	944	0
Act 5 - Barricade Ruins W	945	0
Act 5 - Barricade Ruins W	946	0
Act 5 - Barricade Ruins W Treasure	947	0
Act 5 - Barricade Snow Lake  1	948	0
Act 5 - Barricade Snow Lake  2	949	0
Act 5 - Barricade Snow Other 	950	0
Act 5 - Barricade Snow Treasure 	951	0
Act 5 - Barricade Snow Unique	952	0
Act 5 - Barricade Waypoint Dirt	953	0
Act 5 - Barricade Waypoint Snow	954	0
Act 5 - Barricade Hell Portal N	955	0
Act 5 - Barricade Hell Portal W	956	0
Act 5 - Barricade Cliff Border 1 Snow	957	0
Act 5 - Barricade Cliff Border 2 Snow	958	0
Act 5 - Barricade Cliff Border 3 Snow	959	0
Act 5 - Barricade Cliff Border 4 Snow	960	0
Act 5 - Barricade Cliff Border 5 Snow	961	0
Act 5 - Barricade Cliff Border 6 Snow	962	0
Act 5 - Barricade Cliff Border 7 Snow	963	0
Act 5 - Barricade Cliff Border 8 Snow	964	0
Act 5 - Barricade Cliff Border 9 Snow	965	0
Act 5 - Barricade Cliff Border 10 Snow	966	0
Act 5 - Barricade Cliff Border 11 Snow	967	0
Act 5 - Barricade Cliff Border 12 Snow	968	0
Act 5 - Barricade Ravine Border 1 Snow	969	0
Act 5 - Barricade Ravine Border 2 Snow	970	0
Act 5 - Barricade Ravine Border 3 Snow	971	0
Act 5 - Barricade Ravine Border 4 Snow	972	0
Act 5 - Barricade Ravine Border 5 Snow	973	0
Act 5 - Barricade Ravine Border 6 Snow	974	0
Act 5 - Barricade Ravine Border 7 Snow	975	0
Act 5 - Barricade Ravine Border 8 Snow	976	0
Act 5 - Barricade Ravine Border 9 Snow	977	0
Act 5 - Barricade Ravine Border 10 Snow	978	0
Act 5 - Barricade Ravine Border 11 Snow	979	0
Act 5 - Barricade Ravine Border 12 Snow	980	0
Act 5 - Barricade Ravine-Cliff Border 5 Snow	981	0
Act 5 - Barricade Cliff Ravine Border 7 Snow	982	0
Act 5 - Barricade From Cave 32x16 Snow	983	0
Act 5 - Barricade From Cave 16x32 Snow	984	0
Act 5 - Barricade To Cave 32x16 Snow	985	0
Act 5 - Barricade To Cave 16x32 Snow	986	0
Act 5 - Barricade 1 Snow	987	0
Act 5 - Barricade 2 Snow	988	0
Act 5 - Barricade 3 Snow	989	0
Act 5 - Barricade 4 Snow	990	0
Act 5 - Barricade 5 Snow	991	0
Act 5 - Barricade 6 Snow	992	0
Act 5 - Barricade 7 Snow	993	0
Act 5 - Barricade 8 Snow	994	0
Act 5 - Barricade 9 Snow	995	0
Act 5 - Barricade 10 Snow	996	0
Act 5 - Barricade 11 Snow	997	0
Act 5 - Barricade 12 Snow	998	0
Act 5 - Barricade 13 Snow	999	0
Act 5 - Barricade 14 Snow	1000	0
Act 5 - Barricade 15 Snow	1001	0
Act 5 - Barricade 16 Snow	1002	0
Act 5 - Ice W	1003	0
Act 5 - Ice E	1004	0
Act 5 - Ice EW	1005	0
Act 5 - Ice S	1006	0
Act 5 - Ice SW	1007	0
Act 5 - Ice SE	1008	0
Act 5 - Ice SEW	1009	0
Act 5 - Ice N	1010	0
Act 5 - Ice NW	1011	0
Act 5 - Ice NE	1012	0
Act 5 - Ice NEW	1013	0
Act 5 - Ice NS	1014	0
Act 5 - Ice NSW	1015	0
Act 5 - Ice NSE	1016	0
Act 5 - Ice NSEW	1017	0
Act 5 - Ice Prev W	1018	0
Act 5 - Ice Prev E	1019	0
Act 5 - Ice Prev S	1020	0
Act 5 - Ice Prev N	1021	0
Act 5 - Ice Next W	1022	0
Act 5 - Ice Next E	1023	0
Act 5 - Ice Next S	1024	0
Act 5 - Ice Next N	1025	0
Act 5 - Ice Down W	1026	0
Act 5 - Ice Down E	1027	0
Act 5 - Ice Down S	1028	0
Act 5 - Ice Down N	1029	0
Act 5 - Ice Theme W	1030	0
Act 5 - Ice Theme E	1031	0
Act 5 - Ice Theme S	1032	0
Act 5 - Ice Theme N	1033	0
Act 5 - Ice waypoint N	1034	0
Act 5 - Ice waypoint S	1035	0
Act 5 - Ice waypoint E	1036	0
Act 5 - Ice waypoint W	1037	0
Act 5 - Ice River A	1038	0
Act 5 - Ice River B	1039	0
Act 5 - Ice Pool A	1040	0
Act 5 - Ice Pool B	1041	0
Act 5 - Temple NE	1042	0
Act 5 - Temple NW	1043	0
Act 5 - Temple SE up	1044	0
Act 5 - Temple SW	1045	0
Act 5 - Temple NE Down	1046	0
Act 5 - Temple NW Down	1047	0
Act 5 - Temple SW Down	1048	0
Act 5 - Temple NE Waypoint	1049	0
Act 5 - Temple NW Waypoint	1050	0
Act 5 - Temple SE Waypoint	1051	0
Act 5 - Temple SW Waypoint	1052	0
Act 5 - Lava N	1053	0
Act 5 - Lava S	1054	0
Act 5 - Lava E	1055	0
Act 5 - Lava W	1056	0
Act 5 - Lava EW	1057	0
Act 5 - Lava NS	1058	0
Act 5 - Baal W	1059	0
Act 5 - Baal E	1060	0
Act 5 - Baal EW	1061	0
Act 5 - Baal S	1062	0
Act 5 - Baal SW	1063	0
Act 5 - Baal SE	1064	0
Act 5 - Baal SEW	1065	0
Act 5 - Baal N	1066	0
Act 5 - Baal NW	1067	0
Act 5 - Baal NE	1068	0
Act 5 - Baal NEW	1069	0
Act 5 - Baal NS	1070	0
Act 5 - Baal NSW	1071	0
Act 5 - Baal NSE	1072	0
Act 5 - Baal NSEW	1073	0
Act 5 - Baal Prev NEW	1074	0
Act 5 - Baal Prev NSE	1075	0
Act 5 - Baal Prev NSW	1076	0
Act 5 - Baal Prev SEW	1077	0
Act 5 - Baal Next N	1078	0
Act 5 - Baal Next S	1079	0
Act 5 - Baal Next E	1080	0
Act 5 - Baal Next W	1081	0
Act 5 - Baal Waypoint N	1082	0
Act 5 - Baal Waypoint S	1083	0
Act 5 - Baal Waypoint E	1084	0
Act 5 - Baal Waypoint W	1085	0
Act 5 - ThroneRoom	1086	0
Act 5 - WorldStone	1087	0
Act 5 - Temple Entrance	1088	0
Act 5 - Baal Entrance	1089	0
Act 5 - Pandemonium Finale	1090	0
